video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"lYvtA3pJHzk","NOS CASAMOS 💞 (Así fue la boda)💒 Kimberly Loaiza","2020-10-17T16:52:24Z","UCQZfFRohQ7UX-0CdXl-6pwQ","Kimberly Loaiza","22","20.18.10","team|juki|jukilop|teamjukilop|juan|de|dios|pantoja|reto|challenge|diversión|entretenimiento|vlog|blogs|nuevo|video|vlogs|blog|lindura|linduras|kimberly|loaiza|risas|musica","8391615","984916","13784","93103","https://i.ytimg.com/vi/lYvtA3pJHzk/default.jpg","False","False","LINDURAS GRACIAS POR VER ESTE VIDEO ME ENCANTARIA QUE LE DIERAN LIKE Y LO COMPARTIERAN FUERA DE GRAN AYUDA ✨ Sígueme en mis redes sociales ✨Instagram: https://www.instagram.com/kimberly.loaiza/Pagina de Facebook: https://www.facebook.com/kimberlyloaizaa/?ref=br_tfTwitter: https://mobile.twitter.com/kimberlyloaiza_Contacto: marcaskim@gmail.com"
"ptTTluZ7MY4","24 HORAS CUIDANDO CACHORROS KAREN  | LOS POLINESIOS RETO","2020-10-17T18:34:36Z","UCY8LnVxm0Hf7DKPKuLPxb2g","ExtraPolinesios","22","20.18.10","EXTRA POLINESIOS|LOS POLINESIOS|APPS ILEGALES|APPS|TAG|RETOS|CHALLENGE|CANCIONES|GRACIAS|CANTANTES|JUEGOS DE CELULAR|MODA|BELLEZA|TENDENCIAS|hackers|aplicaciones falsas|jump|LICUADORAS|OBJETOS PRECIADOS|KAREN|RAFA|LESSLIE|COMIDA|MUCKBANG|GELATINA|ESCULTURAS|TIEMPO LIBRE|retos de tiktok|tiktok|24 HORAS DE LOS PERRITOS","1899427","150080","1944","18310","https://i.ytimg.com/vi/ptTTluZ7MY4/default.jpg","False","False","Familia estamos nominados en los premios KCA México en la categoría de Youtuber Favorito vayamos todos juntos a votar hasta que el sitio web se caiga                                          ➡️➡️  http://bit.ly/youtuberfavorito  ⬅️⬅️Boletos de nuestra nueva gira JUMP:CDMX Auditorio Nacional 08 de Noviembre 13:30 y 18:30hrs https://www.ticketmaster.com.mx/search?q=polinesios+auditorio+nacional León Poliforum León 13 de Noviembre 18:00 y 21:00 hrs.https://www.showticket.com.mx/?search=polinesios San Luis Potosí El Domo 15 de Noviembre 16:00 y 19:00 hrs. https://www.showticket.com.mx/?search=polinesios Morelia Palacio del Arte 20 de Noviembre 18:00 y 21:00 hrs.https://www.showticket.com.mx/?search=polinesios Querétaro Auditorio Josefa Ortiz de Dominguez 22 de Noviembre 16:00 y 19:00 hrs.https://www.eticket.mx/busqueda.aspx?buscar=polinesios Puebla  Auditorio del CCU 27 de Noviembre 18:00 y 21:00 hrs.https://www.eticket.mx/busqueda.aspx?buscar=polinesios Aguascalientes Centro de Convenciones 29 de Noviembre 17:00 y 20:00 hrs.https://www.showticket.com.mx/?search=polinesios Buenos Aires Movistar Arena 6 de Diciembre 19:00 hrs.https://e1.movistararena.com.ar/10434-polinesios/10434?h=813cfd94c57d269c37d57c6aeefa6eff61854d4a Santiago Movistar Arena de Santiago de Chile 13 de Diciembre 20:00 hrs.https://www.puntoticket.com/evento/Los-Polinesios-Movistar-Arena Mérida Poliforum Zamná 13 de Febrero 17:00 y 20:00 hrs.http://tusboletos.mx/evento/polinesios_jump_merida Monterrey Auditorio CitiBanamex  20 de Febrero  16:00 y 20:00 hrs.https://www.ticketmaster.com.mx/search?q=polinesios%20auditorio%20citibanamex Guadalajara  Auditorio Telmex 28 de Febrero   16:00 y 20:00 hrs.https://www.ticketmaster.com.mx/search?q=polinesios%20auditorio%20telmex Tijuana Plaza Monumental:06 de Marzo 18:00 hrs.www.servieventos.com.mxEscucha aquí nuestra nueva canción Festival es Spotify:http://bit.ly/Festivalspotify Suscribete si te gusto este video: https://goo.gl/D668aHVisiten nuestro sitio web: http://www.platicapolinesia.comNuestro video anterior: https://youtu.be/HeAO-UgmhPANUESTROS CANALES:BROMAS: http://www.youtube.com/platicapolinesaTUTORIALES: http://www.youtube.com/ppmussasVIAJES http://www.youtube.com/lospolinesiosVIDEOJUEGOS http://www.youtube.com/PPJuxiisNUESTROS TWITTERS:http://www.twitter.com/PlaticaPolinesihttp://www.twitter.com/PPTeamKarenhttp://www.twitter.com/PPTeamLessliehttp://www.twitter.com/PPTeamRafahttp://www.twitter.com/PPTeamAriahttp://www.twitter.com/PPTeamKlerNUESTROS FACEBOOKS:http://www.facebook.com/PlaticaPolinesihttp://www.facebook.com/TeamRaffahttp://www.facebook.com/TeamLessliehttp://www.facebook.com/TeamKarenNUESTROS INSTAGRAMS:http://www.instagram.com/PlaticaPolinesihttp://www.instagram.com/PPTeamKarenhttp://www.instagram.com/PPTeamLessliehttp://www.instagram.com/PPTeamRafahttp://www.instagram.com/PPTeamAriahttp://www.instagram.com/PPTeamKlerNUESTROS SNAPCHATS:lessliepolinesippteamrafakarenpolinesia"
"4tlwkUNQtuY","Napoli 4-1 Atalanta. ¡DOBLETE de Hirving Chucky Lozano! Gattuso, feliz con el mexicano | Serie A","2020-10-17T15:37:52Z","UC08mnbiC4FykqpHqbEWgFcg","ESPN Deportes","17","20.18.10","napoli|atalanta|chucky lozano|hirving chucky lozano|hirving lozano|serie a|gennaro gattuso|hirving lozano napoli|chucky lozano napoli|calcio|italia|chucky lozano 2020|chucky lozano hoy|hirving chucky lozano napoli|chucky lozano gol|gol del chucky lozano|espn deportes|espn mexico|futbol italiano|futbol|gattuso|napoli chucky lozano|goles de chucky lozano|chucky lozano gatusso|chucky lozano goles|atalanta bc|papu gomez|luis muriel|duvan zapata","658990","7887","372","1370","https://i.ytimg.com/vi/4tlwkUNQtuY/default.jpg","False","False","Napoli goleó por 4-1 al Atalanta con doblete del mexicano Hirving Chucky Lozano, en un partido que dominó desde el inicio el conjunto de Gennaro Gattuso. Las otras dos anotaciones estuvieron a cargo de Matteo Politano y Victor Osimhen, todas en el primer tiempo. El tanto de Atalanta llegó por Sam Lammers, al 69. El equipo de Alejandro Papu Gómez sufrió su segundo revés de la temporada. Napoli suma una importante victoria tras una polémica derrota ante Juventus, al no haber viajado a Turín por problemas relacionados al COVID-19. #SerieA | #SerieAxESPN | Serie A"
"QgrxE70APWY","Napoli 4-1 Atalanta | Hosts Score 4 Goals In 20 Minutes! | Serie A TIM","2020-10-17T16:00:11Z","UCBJeMCIeLQos7wacox4hmLQ","Serie A","17","20.18.10","Ronaldo|Serie A|Dybala|highlights|Juventus|AC Milan|Inter Milan|Napoli|Roma|CR7|Cristiano Ronaldo|goals|full highlights|watch|stream|partita|migliori gol|migliori in campo|migliori al mondo|gol del mese|federcalcio|calcio|Italia|lukaku|Lazio|zlatan|ibrahimovic|Ribery|hirving lozano napoli|hirving lozano highlights|napoli 4-1 atalanta|napoli atalanta highlights|napoli highlights|napoli highlights today|politano goal|osimhen napoli|ti:away=ATA|ti:home=NAP","1265488","21357","424","1114","https://i.ytimg.com/vi/QgrxE70APWY/default.jpg","False","False","Napoli scored four first half goals in their victory over Atalanta, including a quick-fire double from Hirving Lozano | Serie A TIMThis is the official channel for the Serie A, providing all the latest highlights, interviews, news and features to keep you up to date with all things Italian football.Subscribe to the channel here! https://bit.ly/2OM2Eax Find out more about the Serie A at: http://www.legaseriea.it/en/ Questo è il canale ufficiale della Serie A, dove potrai avere accesso ai momenti salienti, alle interviste, alle notizie e alle funzionalità del momento per rimanere aggiornato sulle ultime novità del campionato.Iscriviti qui al canale! https://bit.ly/2OM2EaxPer maggiori informazioni sulla Serie A: http://www.legaseriea.it/it"
"6NzFD6elS2w","Kenia Os - Tenía que llegar (Official Music Video)","2020-10-17T01:00:11Z","UCSEY-xdBrV-J1zpLg9-mr6w","K OS","10","20.18.10","Kenia|os|mas|nuevo|kenia|osuna|keninis|lizos|music|kenia os musica|kenia os tsunami|kenia os tenia que llegar|kenia os album|k os|kenia os cpme|kenia os canciones pa mi ex|kenia os ep|k os ep|subelo neo|j balvin|bad bunny|rosalia|seech|nuevos lanzamientos|musica latina|musica reggaeton 2020|nuevos artistas|kenia os|kenia os tsunami letra|tsunami kenia os|tsunami|kenia os cpme nuevo album|cpme kenia os|subelo neo type beat|subeloneo|j balvin colores","1388539","209321","11709","38900","https://i.ytimg.com/vi/6NzFD6elS2w/default.jpg","False","False","Escúchalo también en Spotify: https://open.spotify.com/album/7iBIAxWWW0WhKnFnhHBfNh?si=Kvv7SgXXR1Ck128vsXrznQInterpretada por: Kenia Oswwww.instagram.com/keniaosEscrita por: Andry Leal, Brandon Amador & Kenia Flores Osunahttps://www.instagram.com/andrykiddos/https://www.instagram.com/bramador/wwww.instagram.com/keniaosProducida por: Subelo NEO, Derry Sanchez, Andry Kiddos, 6IXXX & Lizos Musichttps://www.instagram.com/subeloneo/https://www.instagram.com/derrysanchez/https://www.instagram.com/andrykiddos/https://www.instagram.com/petenotpit/https://www.instagram.com/lizosmusic/"
"VDBc1etieAA","Brawl Stars: Brawl Talk! LEGENDARY Brawler, Brawl-o-ween, and MORE!","2020-10-17T08:00:13Z","UCooVYzDxdwTtGYAkcPmOgOw","Brawl Stars","20","20.18.10","brawl stars|mobile game|mobile strategy game|mobile rpg|mobile battle royale|battle royale|supercell game|legendary|brawl talk|brawloween|haloween|brawler","10550919","669271","7950","59935","https://i.ytimg.com/vi/VDBc1etieAA/default.jpg","False","False","Download NOW!! ►► https://supr.cl/playbrawlBe a BRAWLER! Subscribe! ►► https://supr.cl/subscribeFast-paced 3v3 multiplayer and battle royale made for mobile! Play with friends or solo across a variety of game modes in under three minutes.Unlock and upgrade dozens of Brawlers with powerful Super abilities, Star Powers and Gadgets! Collect unique skins to stand out and show off. Battle in a variety of mysterious locations within the Brawliverse!BATTLE IN MULTIPLE GAME MODES- Gem Grab (3v3): Team up and out-strategize the opposing team. Collect and hold 10 gems to win, but get fragged and lose your gems.- Showdown (Solo/Duo): A battle royale style fight for survival. Collect power ups for your Brawler. Grab a friend or play solo - be the last Brawler standing in the rowdiest battle royale yet. Winner take all!- Brawl Ball (3v3): It's a whole new Brawl game! Show off your soccer/football skills and score two goals before the other team. There are no red cards here.- Bounty (3v3): Take out opponents to earn stars, but don’t let them pick you off. The squad with the most stars wins the match!- Heist (3v3): Protect your team’s safe and try to crack open your opponents’. Navigate the map to sneak, blast and blow your way clear to the enemies treasure.- Special Events: Limited time special PvE and PvP game modes.- Championship Challenge: Join Brawl Stars' esports scene with in-game qualifiers!UNLOCK AND UPGRADE BRAWLERSCollect and upgrade a variety of Brawlers with powerful Super abilities, Star Powers and Gadgets! Level them up and collect unique skins.BRAWL PASSComplete quests, open Brawl Boxes, earn Gems, pins and an exclusive Brawl Pass skin! Fresh content every season.BECOME THE STAR PLAYERClimb the local and regional leaderboards to prove you’re the greatest Brawler of them all!CONSTANTLY EVOLVINGLook out for new Brawlers, skins, maps, special events and games modes in the future.PLEASE NOTE! Brawl Stars is free to download and play, however, some game items can also be purchased for real money. If you don't want to use this feature, please disable in-app purchases in your device's settings. Also, under our Terms of Service and Privacy Policy, you must be at least 9 years of age to play or download Brawl Stars.Features:- Team up for real-time 3v3 battles against players from across the world- A fast-paced multiplayer battle royale mode made for mobile- Unlock and collect new, powerful Brawlers - each with a signature attack and Super ability- New events and game modes daily- Battle solo or with friends- Climb to the top of the leaderboards in global and local rankings - Join or start your own Club with fellow players to share tips and battle together- Customize Brawlers with unlockable skins- Player-designed maps offer challenging new terrain to masterFrom the makers of Clash of Clans, Clash Royale and Boom Beach!Support:Contact us in-game via Settings, Help and Support — or visit http://supercell.helpshift.com/a/brawl-stars/Privacy Policy:http://supercell.com/en/privacy-policy/Terms of Service:http://supercell.com/en/terms-of-service/Parent's Guide:http://supercell.com/en/parents/???:https://www.youtube.com/wkbrl"
"y_bCrCzXeC8","ALGUIEN VIENE A VIVIR A LA ANGEL'S HOUSE!! 🏠😱💕| 15 Oct 2020","2020-10-17T17:25:06Z","UCweQmad90LI3b1XrlGo0Edg","Katie OnTheRoad","22","20.18.10","team angel|katie angel team|osoworld|vlog|bromas|pranks|vlogs diarios|tour invencible|bromas en parejas|parejas|bromas a mi novio|bromas a mi novia|vlog pareja|vlog katie angel|team angel la serie|copia de seguridad|vida sana|entrenamiento|vida saludable|nuevo integrante|nueva mascota|pelea de mascotas","299176","39802","544","3103","https://i.ytimg.com/vi/y_bCrCzXeC8/default.jpg","False","False","- SUSCRÍBETE A MIS CANALES:1) YouTube/KatieAngelTV → https://goo.gl/BqlXiP2) YouTube/KatieOnTheRoad → https://goo.gl/qibsAR3) YouTube/ItsOsoTV →  https://cutt.ly/4tA29vS- SÍGUEME EN MIS REDES SOCIALES:- INSTAGRAM: @katieangeltv →:  https://bit.ly/3aLbkt1- FACEBOOK: Katie Angel →: https://bit.ly/2we0cWx- TWITTER: @IamKatieAngel →: https://bit.ly/2X5OjwZ- TIK TOK: Katieangeltv1 →: https://bit.ly/3aYjcb7 Si amaste este vídeo COMPÁRTELO CON TODOS TUS AMIGOS!LOS AMOOOOOOOOOOOOOOOOO!PROYECTO DIRIGIDO POR OSOWORLDKATIE ANGEL PRODUCTIONS"
"iCcIaFDJZSs","Highlights | Resumo: Sporting 2-2 FC Porto (Liga 20/21 #4)","2020-10-17T21:47:19Z","UCuIlu5oGIj1RzHOYmeSV5Eg","VSPORTS - Liga NOS","22","20.18.10","futebol|soccer|football|primeira liga|liga nos|portuguese league|resumo|highlights|golos|goals|liga portuguesa|liga portugal|portugal|2020/21|season 20/21|sp:ty=high|sp:dt=2020-10-17T19:30:00Z|sp:st=soccer|sp:li=port|sp:ti:home=SCP|sp:ti:away=FCP|sporting|scp|fc porto|oporto|porto|fcp|vietto|Matheus Uribe|Nuno Santos|corona|tecatito|jesus corona","200784","3330","121","794","https://i.ytimg.com/vi/iCcIaFDJZSs/default.jpg","False","False","#VSPORTS #LigaNOS #LigaPortugal #JogasMuitoEmpate a duas bolas em Alvalade entre Sporting e FC Porto, jogo da 4.ª jornada da Liga NOS. Nuno Santos inaugurou o marcador logo aos 9 minutos, mas Matheus Uribe empatou aos 25'. Ainda antes do intervalo, Corona a operar a cambalhota e a colocar na frente a equipa de Sérgio Conceição. Já com o encontro a chegar ao fim, Vietto aproveita um alívio incompleto de Marchesín e estabelece o 2-2 final.VSPORTS na Rede: http://bit.ly/YT_vsports_ptVSPORTS no Facebook: https://www.facebook.com/vsports.portugalVSPORTS no Twitter: https://twitter.com/vsports_ptVSPORTS no Instagram: https://www.instagram.com/vsports_pt"
"ITtsGb8YLgg","Me Pelie Con Mi Comadre","2020-10-16T20:13:15Z","UCkhZPP4i6y6KNnILMSA6QsQ","La India Yuridia","23","20.18.10","la india|yuridia|uridia|la india yuridia|comediante|mexicana|standup|comediantes de monterrey|standupera|feminismo|machismo|parejas|comedian|couple|mexico|conferencista|rigoberto|pelear|peliar|whatsapp|mensajes|amiga|amistades|compartir|demasiado|redes sociales|facebook|post|responder|cortada","533100","27162","929","902","https://i.ytimg.com/vi/ITtsGb8YLgg/default.jpg","False","False","Una historia de la vida real. Una lección para todos y todas aquellas que comparten demasiado o muy poco en sus redes sociales. También, las diferentes amigas que uno tiene en el whatsapp. Un video lleno de unos dramones brutales con consejo al final. Mandaselo a tu ser querido o amigo que tenga este padecimiento. #LaIndiaYuridia #Comedia #Standup"
"mTbHmeGugdA","24 HORAS ESPOSADOS CON YOLO Y MARIANA ¿YOLORIANA ES REAL? - Javi ft. Yolo Aventuras","2020-10-16T21:29:31Z","UCFVqz0-OYMdwLzbsS45M9uw","JAVI","22","20.18.10","yolo aventuras|yolo|mariana|nando|panda|JAVI|javier ramirez|24 horas|challenge|reto|retos|broma|bromas|broma pesada|yoloriana|novios|siendo novios|novia|ex|ex novia|broma a mi ex|broma a mi ex novia|yoloaventuras|skabeche|los polinesios|polinesios|fede|fede vigevani|Ami Rodriguez|katie angel|cracks|badabun|tendencias|mexico|colombia|argentina|24 horas esposados|esposados|yolo y mariana|serie|novela|risas|diversion|funny|kimberly loiza|kenia os|jukilop|horas","898107","212440","4783","25340","https://i.ytimg.com/vi/mTbHmeGugdA/default.jpg","False","False","24 horas esposados con Yolo y Mariana, compruebo que Yoloriana es real con Yolo Aventuras.¡Hola Javiheladinos y Aventureros, tenemos para ustedes este GRAN SORTEO INTERNACIONAL donde te puedes ganar 2 iPhone 11 PRO MAX!Para participar en el concurso solo tienes que seguir estos simples 4 pasos:1 - Suscribirse a este bonito canal y activa la campanita de notificaciones 🔔 2 - Suscribirte al canal de Yolo Aventuras y activar la campanita: https://cutt.ly/fgg0fV83 - Seguirme en mi cuenta de TikTok: https://cutt.ly/ogg0h5l4 - Seguirme en mi cuenta de Instagram: https://cutt.ly/bgg0zGhY comentar en mi foto del sorteo con el HT #JAVIPARTICIPO 😍No olvides enviarme capture al privado en Instagram para comprobar que cumpliste con todos los pasos.Los ganadores del sorteo serán anunciados el día 1 de Diciembre completamente en vivo en un directo de YouTube en este hermoso canal.¡Mucha suerte, mis Aventureros! 🌈❤️SÍGUEME EN MIS REDES:Mi Instagram: https://cutt.ly/bgg0zGhMi TikTok: https://cutt.ly/ogg0h5lMi Twitter: https://cutt.ly/9gg0T7cSigue a mis amigos en Instagram:Yolo: https://cutt.ly/QyvFG7UNando: https://cutt.ly/PyvFHnxMariana: https://cutt.ly/TyvFJxmPanda: https://cutt.ly/FyvFJMGMarco: https://cutt.ly/OyvFFktYamit: https://cutt.ly/OyvFSRjChester: https://cutt.ly/Ryb1fkmSigue a mis amigos en TikTok:Yolo: https://vm.tiktok.com/x7jjrHNando: https://vm.tiktok.com/x7YabRMariana: https://vm.tiktok.com/x7McqsPanda: https://vm.tiktok.com/x71NHUSigue a mis amigos en Twitter:Yolo: https://cutt.ly/Lgg0FWgNando: https://cutt.ly/4gg0F2RPanda: https://cutt.ly/egg0GSEMarco: https://cutt.ly/jgg0HWNSuscríbete a nuestros otros canales:Yolo Aventuras: https://cutt.ly/fgg0fV8Yolo: https://cutt.ly/Lgg0LuyNando: https://cutt.ly/igg0L0lMariana: https://cutt.ly/0gg0ZDJPanda: https://cutt.ly/ygg0X2BCracks: https://cutt.ly/cgg0CXHTitanes: https://cutt.ly/mgg0VCIColoridas: https://cutt.ly/ogg0BBSCONTACTO/PUBLICIDAD: Javi@yolodigital.com"
