video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description,duration
"mW7NqeaRtaA","МАМАЕВ - ТЮРЬМА вместо МЮ / конфликт со СЛУЦКИМ / РОСТОВ лучше КРАСНОДАРА","2020-10-26T13:30:11Z","UCoRAnB8KixJiszlSpMHa-SA","КраСава","17","20.27.10","Красава|Жека Савин|Савин|Евгений Савин|Сава Красава|футбол|блог|Мамаев","641305","35445","2970","8667","https://i.ytimg.com/vi/mW7NqeaRtaA/default.jpg","False","False","#Мамаев, #Ростов, #Краснодар, #футбол, #ЦСКА, #премьерлига, #Кокорин, #Слуцкий, #сборнаяРоссииНовый бизнес-седан Kia K5, который стоит протестировать: https://bit.ly/33ObVcgСравнить и тут же купить на Яндекс.Маркете: https://clck.ru/Rbbv2Промокод действует при покупке от 3 000 руб. Акция проводится с 14 по 31 октября 2020 г. Подробнее на https://pokupki.market.yandex.ru/special/promocode-anomaliaГерой нового выпуска «КраСавы» — Павел Мамаев. Почему футболист «Ростова» считает Леонида Слуцкого пустым местом, как он уже в 18 лет хватал за горло Игоря Семшова, почему переход Павла в «Манчестер Юнайтед» сорвался из-за Дика Адвоката и для чего Алана Мамаева собирает кожу по московским моргам.Игрок сборной, который в 30 лет попал в тюрьму и стал там новым человеком и его жена, которую воспринимали как наркоманку, а она увлеклась социальным проектом — это не сериал «Нетфликса», а реальная история реальной семьи. Посмотрите, точно не пожалеете.При подготовке выпуска использовано видео каналов Rage и Life.00:00 — «КраСава» в Ростове00:57 – «КраСава» в гостях у Мамаева дома02:23 – Почему Ростов более футбольный город, чем Ростов02:59 – Зачем Мамаеву была нужна Ока03:18 – Почему Мамаев выбрал Ростов, а не Динамо04:10 – Мамаев – о деньгах в новом клубе04:32 – Мамаев – о своем первом дне в тюрьме08:00 – Сколько времени Мамаев еще проведет на высшем уровне?08:57 – Кто самый жесткий тренер Мамаева за всю карьеру?10:07 – Мамаев – о возвращении в футбол после года без тренировок10:25 – Красава и Мамаев на базе Ростова10:46 – Мамаев – о своих татуировках11:05 – Были ли у Мамаева проблемы в тюрьме из-за татух11:25 – Мамаев – о религии и вере12:29 – Чему Мамаева научила тюрьма?14:05 – Что было самым тяжелым за время пребывания в тюрьме?15:10 – Было ли Мамаеву хоть раз страшно за свою жизнь?17:18 – Челлендж КраСавы с Мамаевым на исполнение штрафных19:20 – Мамаев – о самом невкусном блюде в тюрьме20:10 – Кто провел самую жесткую тренерскую установку перед игрой?21:02 – Мамаев – о том, почему перестал материться и пить алкоголь21:23 – КраСава разыгрывает футболку Мамаева22:16 – Мамаев – о дебюте в профессиональном футболе23:47 – Кто был самым крутым игроком в Торпедо?25:45 – Луценко о детстве в интернате и дружбе с Мамаевым26:26 – Как 14-летний Мамаев нахамил гендиру Торпедо27:58 – Луценко – о том, как Мамаев хватал Семшова за горло28:49 – Мамаев – о предложении ЦСКА и первой встрече с Гинером и Газзаевым33:11 – Мамаев – о том, как просился у Газзаева в аренду34:27 – Мамаев – о конфликте со Слуцким36:29 – С кем Мамаев сидел в тюрьме?37:25 – Мамаев – о давлении и быте в тюрьме39:29 – Мамаев – о драке на Евро-201640:04 – Мамаев – о том, почему сборная России провалила Евро-201640:20 – Мамаев – о скандальном посте в Инстаграме после вылета с чемпионата Европы42:08 – Мамаев – о Краснодаре и отношениях с Галицким46:06 – Мамаев – о сорвавшемся переходе в МЮ46:49 – Сестра Мамаева – о переговорах с МЮ50:56 – Алана Мамаева – о знакомстве с Пашей51:27 – Алана Мамаева – о скандальном видео с наркотиками52:48 – Мамаевы – о том, почему решили сохранить семью1:00:35 – Исповедь Мамаева: душевный разговор на кухне1:02:26 – социальный проект Аланы Мамаевой ПЛАСТИКА1:15:43 – Семья Мамаевых на матче РостоваМагазин мерча КраСавы: https://www.krasavastore.ruИнста Савы: https://www.instagram.com/sava9Твиттер КраСавы: https://twitter.com/KrasavaVlogГруппа КраСавы в ВК: https://vk.com/krasavavlogwww.kia.ru","1H19M21S"
"xN43cLKBcBg","CHEETOS CRUNCHY ОФИЦИАЛЬНО В РОССИИ | #CheetosCrunchy","2020-10-26T16:41:39Z","UC-b89a0Fw6pNoP-g-_qLeiw","Сыендук","24","20.27.10","[none]","774543","146929","1607","11504","https://i.ytimg.com/vi/xN43cLKBcBg/default.jpg","False","False","sndk VK: https://vk.com/sndk_tvличный инстаграм: https://www.instagram.com/sndk_tvличный твиттер: https://twitter.com/sienduk","4M20S"
"OzT5MdbL1B8","Кормье - о достойном поступке Хабиба / НЕ ЗАХОТЕЛ ЛОМАТЬ ГЕЙДЖИ ПЕРЕД РОДИТЕЛЯМИ","2020-10-27T05:00:03Z","UCaPUQ2WnmAxqdl8mbgIfzng","Ушатайка : Спорт-Экспресс","17","20.27.10","хабиб|гейджи|промо|бой|нельзя пропустить|этот бой нельзя пропустить|ufc|ufc 254|бои|нурмагомедов|джастин|хабиб нурмагомедов|хабиб гейджи|хабиб интервью|бой хабиба и гейджи|хабиб против гейджи|хабиб против|новый бой хабиба|мма|когда бой хабиба|пресс конференция хабиба|хабиб гэтжи|хабиб гэтжи бой|гэтжи|джастин гейджи|хабиб против гэтжи|джастин гэтжи|хабиб завершил карьеру|хабиб речь|хабиб после боя с гейджи|хавьер мендес|даниэль кормье|кормье о хабибе","486523","10422","256","1054","https://i.ytimg.com/vi/OzT5MdbL1B8/default.jpg","False","False","Самое интересное из свежего интервью Даниэля Кормье журналисту ESPN Ариэлю Хельвани - о феномене Хабиба Нурмагомедова. Оригинал видео: https://youtu.be/6RoueyDl1ig24 октября Нурмагомедов победил Джастина Гейджи удушающим приемом, а после боя объявил о завершении карьеры. Он остановился на рекорде 29-0.","9M49S"
"uOPxKInld8A","НОВЕНЬКИЙ. 3 СЕРИЯ! ПРЕМЬЕРА 2020! СЕРИАЛ НОВЕНЬКИЙ 2020! НОВИНКА. СМОТРЕТЬ ОНЛАЙН!","2020-10-26T15:00:13Z","UCqBGH3_PGX5FLP3M9Wv_TLw","Сериал 'Новенький'","1","20.27.10","новенький сериал|новенький 3 серия|новенький ютуб|новенький сериал смотреть|новенький сериал 2020|новенький сериал смотреть онлайн|новенький сериал ютуб|сериал 2020|новый сериалы 2020|веб сериал 2020|сериалы новинка|премьерный сериал|премьера новенький|русские сериалы|в хорошем качестве|сериал|сериалы|сериалы 2020|сериал 2020 россия|сериал 2020 новинка|сериал онлайн 2020|лучшие сериалы|новенька молодіжна мелодрама","325145","11176","377","949","https://i.ytimg.com/vi/uOPxKInld8A/default.jpg","False","False","Мы ближе знакомимся с Егором Смирновым. У него хорошие отношение с матерью, но даже ей он не говорит о том, что произошло на поляне и куда пропал Макс. У Егора тоже были сложные отношения с Максом Плетневым. До появления Максима лидером класса был Егор. Но с появлением новенького всё изменилось. Отец Макса, Андрей Плетнев, который организовал поиски сына, пытается завершить не совсем чистую сделку по приобретению местного завода. Сын директора завода угрожает Плетневу. Тот подозревает, что сына могли похитить.","39M51S"
"t-7dK7UQZRE","Milan 3-3 Roma | Roma fight back thrice to rescue a point! | Serie A TIM","2020-10-26T22:45:03Z","UCBJeMCIeLQos7wacox4hmLQ","Serie A","17","20.27.10","Ronaldo|Serie A|Dybala|highlights|Juventus|AC Milan|Inter Milan|Napoli|Roma|CR7|Cristiano Ronaldo|goals|full highlights|watch|stream|partita|migliori gol|migliori in campo|migliori al mondo|gol del mese|federcalcio|calcio|Italia|lukaku|Lazio|zlatan|ibrahimovic|Ribery|Milan Roma|San Siro|Pioli|Dzeko|Ibra goal|Ibra skills|Ibrav vs Roma|Milan 3-3 Roma|Draw|Ibrahimovic goals|Milan highlights|Roma Highlights|San Siro Milan|Veretout|Kombulla roma|roma goal","1855620","32128","804","2353","https://i.ytimg.com/vi/t-7dK7UQZRE/default.jpg","False","False","Roma comeback thrice from behind to equalise as Milan dropped points for the first time this season | Serie A TIMThis is the official channel for the Serie A, providing all the latest highlights, interviews, news and features to keep you up to date with all things Italian football.Subscribe to the channel here! https://bit.ly/2OM2Eax Find out more about the Serie A at: http://www.legaseriea.it/en/ Questo è il canale ufficiale della Serie A, dove potrai avere accesso ai momenti salienti, alle interviste, alle notizie e alle funzionalità del momento per rimanere aggiornato sulle ultime novità del campionato.Iscriviti qui al canale! https://bit.ly/2OM2EaxPer maggiori informazioni sulla Serie A: http://www.legaseriea.it/it","4M14S"
"P4ozGdsd5rQ","УАЗик быстрее Гелика AMG. Это победа !!!","2020-10-26T18:37:47Z","UC0lT9K8Wfuc1KPqm6YjRf1A","AcademeG","2","20.27.10","AcademeG|Академег|Академик|Тест|драйв|обзор|Test|drive|auto|авто|Костя|заруцкий","1168244","93785","1975","3368","https://i.ytimg.com/vi/P4ozGdsd5rQ/default.jpg","False","False","Попробуй бесплатно киберпанк карту и получай кучу бонусов — https://l.tinkoff.ru/academegoctТормозную систему устанавливали VOLK BRAKE PERFORMANCEhttp://www.vbp.uspb.ruКоробку усиливал Василий Автохирургhttps://www.youtube.com/channel/UCe5DbT5R9WDObPWB_ovdYPwИгорь Оттас был на компрессорном AMG G55https://instagram.com/ottas_liveМузыка из этого видео:ПО вопросам рекламы и сотрудничества:academeg@a-proved.ruМой канал стримов:https://www.youtube.com/c/AcademeGDailyStreamInstagram:https://instagram.com/academegВконтакт:http://vk.com/AcademeGAcademeG тру ориджинал групп:http://vk.com/academeg_reviewsФтарой канал:https://www.youtube.com/user/AcademeG2ndCHСувениры Academeg Store: https://vk.cc/5UNsQJАвтохимия Suprotec-Aprohim:https://suprotec.ru/","22M46S"
"pS81BL0dm1E","Скрепыши 2 Юбилейный Продай! Реакция Продавцов! Акция Магнит Распаковка Обзор | СПЕЦЗАКАЗ","2020-10-26T11:37:24Z","UCksJki6V80sbW87zu2A5zyA","СПЕЦЗАКАЗ","24","20.27.10","распаковка посылок|Aliexpress|обзор посылок|заказ на алиэкспресс|обзор товаров|товар из китая|смотреть спецзаказ|специальный заказ|прикольные штуки с Aliexpress|развлечение|антистресс|алиэкспресс|интернет магазин|эксперименты|лизуны|жвачка для рук|slime|скрепыши|магнит|акция|юбилейный скрепыш|юбилейный|редкие скрепыши|распаковка|распаковка посылок с алиэкспресс|скрепыши2|коробка|реакция|секрет скрепыши","341601","11269","1257","3530","https://i.ytimg.com/vi/pS81BL0dm1E/default.jpg","False","False","◆ Скрепыши 2 Юбилейный Продай! Просвечиваю Пакетики в Магазине. Реакция Продавцов! Акция Магнит Распаковка Обзор | Спецзаказ✔ СКРЕПЫШИ 2 Юбилейный в Зелёных Пакетиках: https://youtu.be/MxDAdWhMZUY◆ Instagram: https://www.instagram.com/spzaru◆ TikTok - https://www.tiktok.com/@spzaru ✔ Подписаться: http://www.youtube.com/channel/UCksJki6V80sbW87zu2A5zyA?sub_confirmation=1✔✔ Подписаться на СПЕЦЗАКАЗ Склад: https://www.youtube.com/channel/UC5b76PagEys2Dvi-H4zEgEA?sub_confirmation=1 ▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰★ РОЗЫГРЫШ!! КТО ХОЧЕТ ПОЛУЧИТЬ Скрепышей? - Разыграю, когда наберем 15000 лайков!►УСЛОВИЯ:✔ ПОДПИСКА на каналы СПЕЦЗАКАЗ и  СПЕЦЗАКАЗ Склад ✔ ЛАЙК на видео!✔ КОММЕНТАРИЙ под видео !► Итоги РОЗЫГРЫША в ГРУППЕ: https://vk.com/spzaru▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰Скрепыши 2 Юбилейный Продай! Просвечиваю Пакетики в Магазине. Реакция Продавцов! Распаковал Скрепыши Коробку Остатки Я Устал. Имена на сайте Скрепышей2. Магнит Купил Коробку Скрепыши 2. Провал на старте. Облажались! Беспредел на Старте!  Провал Акции Магнит. Мега Обзор Новых Скрепышей. Распаковка. Коллекция. Купил и открыл.#распаковка #скрепыши #каналспецзаказ","12M29S"
"TcZFKbNwIdw","Самая НИЗКАЯ в мире ГАЗЕЛЬ готова","2020-10-26T14:59:00Z","UC7NdSlaer9fnPwUOPuebLBQ","iling show","2","20.27.10","илинг шоу|iling show|газель|стенс|дроп|низкая газель|занижение машины|бпан|самая низкая газель|занижение газели|пневма|занижение авто|stanse|drop|занижение грузовика|низкий грузовик|посаженный грузовик|посадка авто|посаженная машина|посаженный авто|посаженный газель|дропнутый газель|тюнинг газели|тюнинг авто|тюнинг|занижение","295709","25373","682","2459","https://i.ytimg.com/vi/TcZFKbNwIdw/default.jpg","False","False","Скачай приложение Mamba по ссылке и получи VIP СТАТУС НА 7 ДНЕЙ В ПОДАРОК: https://go.onelink.me/Edf4/4b0aca74*ссылка активна ровно месяц со дня публикации видеоПо вопросам рекламы и сотрудничества: ilingshow@mail.ruИнстаграм: https://www.instagram.com/iling_show/Группа ВК: http://vk.com/ilingshowВторой канал: https://www.youtube.com/c/ilinglife#ilingshow #илингшоу","10M19S"
"RIPPel2umHU","КОГО ПОСЛЕДНЕГО ПОЙМАЮТ, ПОБЕЖДАЕТ !","2020-10-26T12:00:11Z","UC2tsySbe9TNrI-xh2lximHA","A4","24","20.27.10","КОГО ПОСЛЕДНЕГО ПОЙМАЮТ ПОБЕЖДАЕТ !|Кого последнего поймают|кто последний|кого последнего|кто первый|кто последний побеждает|кого поймают|челлендж|влад бумага|влад а4|а4|а4 кто последний|а4 кого последнего|а4 прятки|мистер х|мистер x|а4 мистер х","6982751","817460","13383","80682","https://i.ytimg.com/vi/RIPPel2umHU/default.jpg","False","False","Покупай новый Мерч А4 «Ламба&Гелик» на сайте - https://a4shop.ruМоя НОВАЯ ИГРА «А4 - Убеги от хейтеров» по ссылке - https://runawaychallenge.onelink.me/PmE5/b4c196deКанал ГЛЕНТА - https://bit.ly/2Gwxge4Качай МОЁ приложение «А4 Головоломки» по ссылке - https://a4logic.by/goКачай еще одно МОЁ приложение “А4 Колесо фортуны” по ссылке - https://a4roulette.onelink.me/v63S/go *****В этом ролике мы решили отдохнуть в частном доме, но вдруг неожиданно к нам в дом стал ломиться какой-то МИСТЕР Х в черном плаще и в белой маске ! Мы были напуганы и стали прятаться в доме от него, но ОН ловил нас по очереди и когда он всех нас поймал ... смотри до конца чтобы узнать !Этот ролик получился ОЧЕНЬ СТРАШНЫМ и ИНТЕРЕСНЫМ !!! Смотри ДО КОНЦА и поддержи нас ЛАЙКОМ !!!*****● Instagram - https://www.instagram.com/a4omgПОДПИСЫВАЙСЯ ЧТОБЫ УВЕЛИЧИТЬ МОЮ САМООЦЕНКУ !) ▶️ РЕКЛАМА, СОТРУДНИЧЕСТВО: a4a4a4a4pr@gmail.com▶️ПРОШЛОЕ ВИДЕО - https://youtu.be/HwoyV6zaPu0● Моя партнерская сеть MediaCube :  http://bit.ly/A4_mcn● Instagram - https://www.instagram.com/a4omg● VKontakte: https://vk.com/id240651878● Паблик VK : https://vk.com/a4_tv● TikTok - https://vm.tiktok.com/qwHt6j/","13M28S"
"Kyfz1aRD2fc","HENSY & Клава Кока - Костёр (Премьера клипа, 2020)","2020-10-26T09:00:19Z","UCbj1rZy7-qktxZTawl1S_nA","Клава Кока","10","20.27.10","Клава Кока|klava koka|костёр|текст песни костер|поболело и прошло|да подальше все пошло|покинула чат|краш|мне пох|хенси|хэнси|HENSY|klava|клава кока|нилетто и клава кока краш|новый клип клавы коки|поп музыка 2020|Только костер и тишина|руки твои греют меня|Тик ток|парень клавы Коки|Мне пох|зая клава кока караоке|клава кока краш|клава кока клава кока костёр|клава кока и моргенштерн|клава и хенси|лирик видео|караоке 2020|хиты 2020|клип костёр","882496","76277","3925","4227","https://i.ytimg.com/vi/Kyfz1aRD2fc/default.jpg","False","False","Слушай и скачивай трек: https://band.link/FOujm------------------------------------------------------------------------Авторы Сценария: Клава Кока, Виктор Абрамов - @superbugzzz , Иван Шелаханов - @shelakhanov, Режиссёр: Дмитрий Климов - @dimanchik0Продюсер: Екатерина Канель - @kanelofficialЛинейный продюсер Артиста: Даша Весна @_dashavesna_VFX: Костя Евтухов @evtukhov.fxГаффер: Тимур Рымбаев @hemingway_17Аэросъемка: Глеб @otradnvСтилист: Лада Высокова @lada_vysokovaВизажист: Земфира Ахмедова @hello_zyomaАктеры: Татьяна Ерофеева @tatianaerofeevaaАртур Данияров @arthurdaniyarovФотобэкстейдж: Илья @perelude_photo Выражаем благодарность за предоставление локации для съёмок https://www.instagram.com/krasnaya_polyana_resort/А так же за помощь в организации съемок Дмитрию @evolutionsochi  и Елизавете @sosnovy_les------------------------------------------------------------------------Клава Кока в соц.сетях:Instagram: http://instagram.com/klavacoca/VK: http://vk.com/klavacoca/ТikTok: https://vm.tiktok.com/TsspWF/HENSY в соц.сетях:Instagram: https://www.instagram.com/madhensy/VK: https://vk.com/madhensyТikTok: https://vm.tiktok.com/ZS9a4o3r/------------------------------------------------------------------------Автор слов: HENSY, Клава КокаАвтор музыки: Бабаев Артур, Клава Кока------------------------------------------------------------------------#КлаваКока #HENSY #Костёр","3M14S"
