video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description,duration
"dOt8mdGUM9o","Antim: The Final Truth - First Look | Aayush Sharma | Releasing 2021","2020-12-21T08:29:19Z","UCz3Mq_cS7AVRatrpGQi7QUQ","Salman Khan Films","24","20.21.12","antim|antim teaser|antim trailer|antim first look|Antim - The Final truth|salman khan|aayush sharma|mahesh ma|Mahesh Manjrekar|Antim Salman Khan|Antim Aayush Sharma|Mahima Makwana|antim shoot|salman khan films|Salman Khan in Antim|Salman Khan Antim look|antim movie|antim the final truth movie|antim action scene|Salman Khan Aayush Sharma|Salman Aayush action scene|skf","1206811","96551","19716","10322","https://i.ytimg.com/vi/dOt8mdGUM9o/default.jpg","False","False","Unveiling the first look of Aayush Sharma from Antim: The Final Truth. Aayush as the lead of this two hero film, undergoes full body transformation to bring out a never seen before gritty avtar.#SalmanKhan #AayushSharma #AntimTheFinalTruth #AntimFirstLook  Enjoy & stay connected with us!►Subscribe to SKF: http://bit.ly/SKFYouTube► Like us on Facebook: https://www.facebook.com/SKFilmsOfficial► Follow us on Twitter: https://twitter.com/skfilmsofficial► Follow us on Instagram: https://www.instagram.com/skfilmsofficial/","36S"
"zvGtGNARfqA","Muthoot FinCorp Scoot | Ep07 | Shaniyude Apahaaram | Karikku Fliq | Mini Webseries","2020-12-20T04:30:07Z","UC6RsQGglWCXre5du9GuLX2A","Karikku Fliq","24","20.21.12","[none]","4310760","283887","4046","13581","https://i.ytimg.com/vi/zvGtGNARfqA/default.jpg","False","False","#karikku #karikkufliq #comedyApply for interest free Gold loan at Muthoot Fincorp: https://www.muthootfincorp.com/InterestFreeGoldLoan/Location Courtesy: United Sports CenterCredits:Directed by : Arjun RatanExecutive Producer : Nikhil PrasadAssociate Director : Jeevan StephenWritten by : Arjun Ratan, Jeevan StephenCinematography : Sidharth K TEditor : Vivek V Babu, Anand MathewsTitle Track :Music : V3K (Street Academics)Vocals & Lyrics : Imbachi (Street Academics)BGM : Adarsh Anoop, Sabir MadarSound : Jishnu RamTitles & Vfx : Binoy JohnProduction Manager :Kiran ViyyathAssistant Directors : Biju Narayanan, Rahul RameshFocus Puller : Aneesh wayanad, Arjun shajiCamera : Sensor films Subtitles: Shyam Narayanan TK Cast:Krishna Chandran, Kiran Viyyath, Jeevan Stephen, Arjun Ratan, Aroop Sivadas, Lakshmi Menon, Divya M Nair, Anand Mathews, Damodar Radhakrishnan, Hrushekeesh Anilkumar, Nileen SandraSpecial Thanks: V.A Shajahan, Hisham Hassan, Vineesh Thomas, Olive Downtown KadavantharaLocation Courtesy : METADATA, PIPES INDIA.","26M30S"
"EQlYzDdOLxI","Mirchi Lagi Toh - Coolie No.1 | VarunDhawan, Sara Ali Khan| Alka Yagnik, Kumar Sanu, Lijo, Dj Chetas","2020-12-21T06:49:56Z","UCJrDMFOdv1I2k8n9oK_V21w","Tips Official","10","20.21.12","coolie no 1|sara ali khan|varun dhawan|david dhawan|varun dhawan song|varun dhawan new song|sara ali khan songs|sara ali khan and varun dhawan|mirchi lagi toh|tips official|main toh raste se ja raha tha|mirchi lagi toh varun dhawan|coolie|coolie no 1 varun dhawan|varun dhawan coolie no 1|coolie no 1 new songs|coolie no 1 song varun dhawan|coolie no.1|coolie number 1|coolie number one|coolie songs|mirchi lagi toh song|mirchi lagi to main kya karun","12039290","0","0","12835","https://i.ytimg.com/vi/EQlYzDdOLxI/default.jpg","False","True","Old Mirchi New Tadka!!We've got the perfect Tadka this winter with #MirchiLagiToh song from #VarunDhawan #SaraAliKhan's new release #CoolieNo1 singing onto #KumarSanu #AlkaYagnik makes it even more special!! Stay updated with the latest videos from Tips Music, Subscribe below link.http://bit.ly/TipsOfficialAvailable On*Saavn*https://www.jiosaavn.com/album/coolie-no.-1-ost/dhXigk3HSyw_*Apple Music*https://music.apple.com/in/album/mirchi-lagi-toh-from-coolie-no-1-single/1545040125*Spotify*https://open.spotify.com/album/2Nf1dk0hiHHlPoWxm1Ujre*Resso*https://m.resso.app/ZSnyT1oe/*Amazon*https://music.amazon.in/albums/B08QMW1ZDJ?marketplaceId=A3K6Y4MI8GDYMT&musicTerritory=IN&trackAsin=B08QLXZS9TSet 'Mirchi Lagi Toh' as your Mobile Callertune (India Only)Vodafone & Idea Users Dial 53712245415Audio Credits:Singers: Kumar Sanu, Alka YagnikMusic: Anand-MilindMusic: Lijo George - Dj Chetas & Anand-MilindLyrics: SameerSong Produced by Lijo GeorgeChorus: Arun Ingle & TeamAdditional Vocals: Sara Ali Khan,Poonam TiwariMusic Supervisor: Azeem DayaniMixing And Mastering: Eric Pillai (Future Sound Of Bombay)Mix Assistant Engineer: Michael Edwin PillaiVocals recorded at SoundideazRecording Engineer: KittuSpecial thanks to Shabbir Ahmed, Ameen Sayani, Rajil SayaniMovie Credits:Produced By: Vashu Bhagnani, Jackky Bhagnani, Deepshikha DeshmukhDirected By: David DhawanScreenplay: Rumi JafferyDialogues: Farhad SamjiDirector of Photography: Ravi K Chandran ISCStarCast: VarunDhawan, Sara Ali Khan, Paresh RawalLyrics:Main toh raste se ja raha thaMain toh bhel puri kha raha thaMain toh ladki ghuma raha thaRaste se ja raha thaBhel puri kha raha thaLadki ghuma raha thaTujhko mirchi lagi toh main kya karoonTujhko mirchi lagi toh main kya karoonMain toh raste se ja rahi thiMain toh icecream kha rahi thiMain toh naina lada rahi thiRaste se ja rahi thiIcecream kha rahi thiNaina lada rahi thiTujhko mirchi lagi toh main kya karoonTujhko mirchi lagi toh main kya karoonJale chahe saara zamanaChahe tujhe tera deewanaJale chahe saara zamanaChahe tujhe tera deewanaSang tere main bhaag jaaonNazar kisi ko bhi na aaonLog dilwalo se yaar jalte haiKaise bataon kya kya chaal chalte haiMain toh gaadi se ja raha thaMain toh seeti baja raha thaMain toh topi phira raha thaGaadi se ja raha thaSeeti baja raha thaTopi phira raha thaTujhko dhakka laga toh main kya karoonTujhko dhakka laga toh main kya karoonNayi koi picture dikha deMujhe kahin khana khila deNayi koi picture dikha deMujhe kahin khana khila deZara nigaahon se pila dePyaas mere dil ki bujha deAaj tujhe jee bharke pyar karna haiTeri nigaahon se deedaar karna haiMain toh thumka laga rahi thiMain toh geet koi gaa rahi thiMain toh chakkar chala rahi thiThumka laga rahi thiGeet koi gaa rahi thiChakkar chala rahi thiTeri nani mari toh main kya karoonTeri nani mari toh main kya karoonMain toh raste se ja raha thaMain toh bhel puri kha raha thaMain toh ladki ghuma raha thaRaste se ja raha thaBhel puri kha raha thaLadki ghuma raha thaTujhko mirchi lagi toh main kya karoonTujhko mirchi lagi toh main kya karoonJoin Us Onhttp://youtube.com/tipsofficialhttps://youtube.com/tipsfilmshttp://youtube.com/dilapnapunjabihttp://youtube.com/jhankargaanehttp://youtube.com/volumehttp://youtube.com/tipsmarathihttp://bit.ly/TipsGujaratihttp://bit.ly/TipsBhojpuriChannelhttps://bit.ly/TipsHaryanvihttp://youtube.com/bhaktipremhttps://www.facebook.com/TipsMusichttps://www.instagram.com/tipshttps://twitter.com/tipsofficial","3M24S"
"2lfETGiIDf8","New Punjabi Songs 2020 | Temporary Pyar | KAKA | Adaab Kharoud Official Video | Anjali Arora NewSong","2020-12-18T06:30:12Z","UCOo61v1PPAjoN2exxYAzdAw","Single Track Studio","10","20.21.12","Punjabi Songs|Latest Punjabi Songs|Pollywood|Artist|Actor|Actress|Models|Car|Gabru|Sardar|Jatt|Punjab|Chandigarh|Hit|Superhit|Guru Randhawa|Honey Singh|Karan Aujla|Khan Bhaini|Himanshi Khurrana|Shehnaz Gill|Miss Pooja|Rappers|Rap|Hip Hop|Bhangra|balle balle|DJ|Party|romance|sad|love|best|No 1|number one|viral|2019|2020|2021|trending#1|New Punjabi Songs 2020|New Punjabi Song 2020|this week hit song|last week hit songs","19952988","1179443","26732","37630","https://i.ytimg.com/vi/2lfETGiIDf8/default.jpg","False","False","#temporarypyar #kakaSingle Track Studio & Sajjan Duhan presents the official full song of Kaka's latest track Temporary Pyar | New Track 2020 Song : Temporary Pyar Listen only on Gaana- https://gaana.com/song/temporary-pyar-1Singer/Lyrics/composer : Kaka  (https://instagram.com/kaka._.ji) ft. Adaab Kharoud (https://instagram.com/adaabkharoud )Music - Gavin https://instagram.com/iamgavinmusic Mix & Master : Arrow Soundz https://instagram.com/arrowsoundzProject By : Jatinder Singh Sohal https://instagram.com/jatindersingh_40 (9781866009)Managed By : Scope Entertainment https://instagram.com/scope.entertainmentProducer : Sajjan Duhan https://www.instagram.com/sajjanduhan/Director By : Sukh D  https://instagram.com/iamsukhdStarring - Anjali Arora & Angad Assistant Director - NamanDop : Ali khanAssistant Dop- Sunny Choudhary Poster Designs by :- Hungryman designs & Jatin MohanLine producer - Monty productionEditor : Gaurav K MehraAssistant Editor- Sahil MehraColorist : Onkar Singh Still & Making Daas filmsSpecial Thanks- Yaarvalley productions Male Costumes- Fashion Store, Khanna Makeup - Roop kaur SandhuOnline Promotion - Coin digital Digital distribution: Coin Digital Media Partner : MDN Entertainment Latest Punjabi Songs 2020, Punjabi Songs 2020, New punjabi Songs 2020, New Punjabi Song 2019 This Week Punjabi Song 2020 Top 10, Release This Week All Platform Enjoy and stay connected with us!!Follow us http://www.dailymotion.com/smimusicchannelSubscribe for Latest Video ► http://www.youtube.com/user/hawkrecord?sub_confirmation=1Circle us on G+https://plus.google.com/+wesmirecordsLike us on Facebookhttps://www.facebook.com/wesmirecordsFollow ushttps://twitter.com/wesmirecords   ******Temporary Pyar Lyrics*****Rovengi Muqaddaran Nu Heere MeriyeJe Heereyan De Haar Jeha Yaar Kho GayaHunn Mainu Dass Kinna Pyar KardiLabhdi Firengi Je Faraar Ho GayaMera Eh Gulaab Manzoor KarleSach Kehna Mainu Sacha Pyar Ho GayaSide Te Tu Apna Guroor Kar LaiVekh Ajj Methon Izhaar Ho GayaDarling Umar’an Da Waada KardeDarling Umar’an Da Waada KardeTemporary Pyar Badi Waar Ho GayaRovengi Muqaddaran Nu Heere MeriyeJe Heereyan De Haar Jeha Yaar Kho GayaSab Bhulja Puraane Tere Layak NahiMere Bina Tera Koyi Nayak NahiTeri Agge Di Kahani Tu Mere Te Chadd DeHon Denda Kuch Dukh Dayak NahiTainu Dil Naal Sada Lake RakhungaTainu Dil Naal Sada Laake RakhungaKhushiyan Daunga Pehredaar Ho GayaRovengi Muqaddaran Nu Heere MeriyeJe Heereyan De Haar Jeha Yaar Kho GayaDekh Asmaan Vich Taare Kinne AaMain Taare Dekh Waqt Gujare Kinne AaMain Jazbaat Mere Maare Kinne AaDil Vich Khwab Vi Usaare Kinne AaPar Dil Leke Mera Je Tu Dil Na DaveinDil Leke Mera Je Tu Dil Na DaveinKahda Sala Pyar Ae Vyapaar Ho GayaRovengi Muqaddaran Nu Heere MeriyeJe Heereyan De Haar Jeha Yaar Kho GayaMainu Thukrake Na Tu Hor Chun LayinMere Bina Kisey Da Na Geet Sun LayinMainu Padh Mainu Likh Mainu Gaya KarMere Naam Da Hi Baanh UtteTattoo Khoon LayiTere Mere Past Ch Pyar Jo RaheTere Mere Past Ch Pyar Jo RaheSoch Ohna Da Antim Sanskar Ho GayaRovengi Muqaddaran Nu Heere MeriyeJe Heereyan De Haar Jeha Yaar Kho GayaLad Jinna Marji Tu Cheekh Mere TePar Soch Karle Bareek Mere TeNiyat Meri Taan Hogi Leak Tere TeTeri Nigaah Kyun Hai Theek Theek Mere TeJinni Marzi Dafa Hoja Mere Ton KhafaJinni Marzi Dafa Hoja Mere Ton KhafaMain Launga Mana Ikraar Ho GayaRovengi Muqaddaran Nu Heere MeriyeJe Heereyan De Haar Jeha Yaar Kho GayaDarling Umar’an Da Vaada KardeTemporary Pyar Badi Vaar Ho Gaya","4M36S"
"7-KeydUBgzY","Dangerous Attitude Boys Of Social Media","2020-12-19T12:25:44Z","UCtgGOdTlM-NdJ9rPKIYN8UQ","Slayy Point","23","20.21.12","funny video|funny vines|slayy point|hindi video|Instagram roast|reels roast|funny Instagram bios|worst Instagram bios|funny captions|celebrity captions|bollywood Instagram","3690547","479699","8489","32463","https://i.ytimg.com/vi/7-KeydUBgzY/default.jpg","False","False","Download Duolingo For Free - https://app.adjust.net.in/22mm9mxWe talk about some of the craziest bios that people write on their social media profiles these days. Also bollywood celebrities on Instagram and their captions. Sara Ali Khan, Kartik Aaryan, Chunky Pandey, etc.Follow us on Instagram -Gautami - https://www.instagram.com/gautamikawale/Abhyudaya - https://www.instagram.com/abhyudaya_mohan/Instagram - https://www.instagram.com/slayypoint/Facebook - https://www.facebook.com/SlayyPointTwitter - https://twitter.com/slayypointWatch Our Videos -YouTuber's Rich Lifestyle EXPOSED | QnAhttps://www.youtube.com/watch?v=U7-d5dz86cE&t=70sGoogle Reviews That Shouldn't Existhttps://www.youtube.com/watch?v=ShXI5l48-vg&t=9sMaggi Will Never Be The Same Againhttps://www.youtube.com/watch?v=eBlK58wf-0A&t=263sE-mail for BUSINESS ENQUIRES ONLY- slayypointofficial@gmail.com","9M52S"
"KWy_kHQEQp8","EMIWAY X KARA MARNI - DON'T BE THE ONE (PROD. FLAMBOY) (OFFICIAL MUSIC VIDEO)","2020-12-20T11:42:23Z","UCHmk8iNJHvf5mGN6_pkPc7g","Emiway Bantai","10","20.21.12","EMIWAY|EMIWAYBANTAI|KARA MARANI|EMIWAY KARAMRNI|EMIWAY NEW SONG|BANTAI|RAP|HIPHOP|INIDANHIPHOP|BANTAI STUDIO","3548336","520180","16645","29923","https://i.ytimg.com/vi/KWy_kHQEQp8/default.jpg","False","False","AVAILABLE ON ALL PLATFORMS MIDNIGHTArtist - Emiway Bantai/Kara MarniMusic - FlamboyMix /master by Rob Lindsey btw xxEmiway Video TeamDirector - Rayhaan PatniShot by Hardik RanavsheEditor - Bhavesh Thakur/Hardik RanavsheKara Marni video team Shot by Marcus Laing Kara Marni Social LinksYouTube - https://www.youtube.com/karamarni?sub=confirmation1Insta - https://www.instagram.com/karamarniEmiway Management MAIL ID imailemiway@gmail.comSocial connectInstagram - Emiway_BantaiFacebook - Emiway37Twitter - emiwaytweets#dontbetheone #emiway #karamarni","3M4S"
"PfA9yiOoQI4","Try Not To Laugh Challenge vs Best Friend (Dank Indian Memes)","2020-12-20T11:30:03Z","UCfLuT3JwLx8rvHjHfTymekw","Triggered Insaan","23","20.21.12","triggered insaan|live insaan|try not to laugh|try not to laugh challenge|dank indian memes|comedy|funny|memes","3839248","562443","11282","41280","https://i.ytimg.com/vi/PfA9yiOoQI4/default.jpg","False","False","We did the Try not to laugh challenge on Dank Indian Memes.Source Videos ►Meme Mandir -@MemeMandir Shit Indian Says - https://www.instagram.com/shitindianssay/HouseHumor9 - https://www.youtube.com/channel/UCcRRK2rB4D_MsnfEp0QG_aQMy Instagram ► https://www.instagram.com/triggeredinsaanFacebook ► https://www.facebook.com/realtriggeredinsaanGaming Channel ► https://www.youtube.com/liveinsaanDiscord ► https://discord.gg/liveinsaanTwitter ► https://twitter.com/triggeredinsaanAbout Me ► My name is Nischay Malhan. I'm from Delhi and I'm an engineering student. Now I am pursuing youtube Full Time. I make family friendly clean comedy videos on this channel for everyone to enjoy with their family. You don't need earphones to watch my videos😂Thanks For Reading😘","8M29S"
"wxVUEvwZacc","Yaar Jigree Kasooti Degree Season 2 | Episode 12 - CRACKED | Latest Punjabi Web Series 2020","2020-12-19T12:31:30Z","UCAdq6Ae1SlV23DXqhmAw6UA","Troll Punjabi","24","20.21.12","Yaar|Jigri|Kasooti|Degree|Kasuti|Latest|Punjabi|Song|Web|Series|kasauti|jegree|latest|punjabi|yaar jigri|kasuti degree|2020|season 2|Yjkd Season 2|pukhraj bhalla|prateek rai|jasmin bajwa|sukhdeep sapra|rabby tiwana|amrit amby|pawan johal|sharry maan|yjkd trailer|yjkd ep 14|Punjabi web series|web series|web series 2020|yaar jigri kasuti degree season 2 episode 12|episode 12|yar jigri kasoti degre|troll punjabi|yjkd s02e12|Ep 13","4959569","309702","4180","15253","https://i.ytimg.com/vi/wxVUEvwZacc/default.jpg","False","False","Jass is all set to meet the mysterious girl from the guftgoo page but will this meetup go as planned? Though, lalli is against the clock but he has something up sleeve. Watch the 12th episode of Yaar Jigree Kasooti Degree Season 2 -Presented by Free Fire. And, don’t miss the 13th Episode which is all set to premiere on 30th December at 5:00 pm only on Troll Punjabi. Download “Garena Free Fire” the Best survival Battle Royale on mobile: https://play.google.com/store/apps/details?id=com.dts.freefireth&hl=en_USWritten & Directed by Rabby Tiwana (Insta: @rabbytiwana)(Email - rabby@trollpunjabi.com, Contact No. +919569453006)Starring:  Pukhraj Bhalla (Insta: @pukhrajbhalla), Prateek Singh Rai (Insta: @prateek.singh.rai), Amrit Amby (Insta: @amritamby), Jasmin Bajwa (Insta: @jasminbajwa22), Karanvir Deol (Insta: @karan.deol), Pawan Johal (Insta:@ipawanjohal), Karan Sandhawalia (Insta:@karansandhawalia), Parteek Vadhera (Insta:@parteekvadhera), Lakha (Insta:@imlakha), Raj Dhaliwal (Insta: @irajdhaliwal), Davy Grewal (Insta: @davygrewal), Tannu Kaur (Insta: @tannukaur_) Co - Starring: Sukhi Patran, Babar Khan, Chamkour Billa, Dilveer Dill, Satnam Dhuri, Apple Jindal Greesh Bhatt, Harman Jhandie, Mandeep Singh, Akash Sandhu, Gurpyar Singh, Sahib Virk, Avinash Shukla, Vivek Kumar and many more.Sponsorship and Brand Collaboration partner - Pravik DigitalLocation Partner: Rayat Group of Institution, Patiala Campus. Call for Admission +91 8054002290Special Thanks: Gurlal Cheema (Magna Ielts and Immigration Patiala) and Shehbaz Randhawa. Song: Sukoon Vocals and Lyrics: Karan SandhawaliaMusic: JT Beats (Insta:@beatsbybhatti) Mix Mastering: BPM Singh (Insta: @bpmsingh_mixes)Tabla: Tabla Fusionist Ravneet (Insta: tablafusionist) Flute: Mohit Namdev (Mob No. 9888014520)Yaar Jigri Kasuti Degree Season 2 Crew: Cinematography: Gagan Sarao Co-writers: Bhindi Tolawal, Paramveer Sharma & Angad SadanaDialogues: Bhindi TolawalExecutive Producer: Sukhjinder SinghEditing: Rabby Tiwana & Gursimran ThindColorist: Prince K MakkarChief Asst. Director: Angad SadanaAsst. Director: Mohit Kapoor3rd Asst. Director: Sukhmeet Dahiya, Rahul Grover, Smyle Sachdeva and Mohit WadhwaCamera Assistants: Karan Kamra, Parvesh Sharma, Baldeep Singh Sidhu, Vasu Kalra , Sukhi Khaira, Pankaj SainiCasting Director: Sukhchain SinghVFX: Husandeep Mehal, Gursimran Singh Background Score: Sarang Sikander Sound Recordist: Ram Sohi and Sukhmeet Dahiya.Sound Design/Foley: Husandeep MehalSet Designer: Gurkirat VirkAsst. Set Designer: Laddi Sangtiwala and Bhavya ChhabraCostume Designer: Avinash ShuklaGaffer: Manpreet Singh (Larry)Lightman: Pawan Kumar, Ajay Kumar, Ankur Dwivedi, Sunny Singh, Dipendra Singh, Param Tomar Production Manager: Amrinder Laddi , Daya VirkProduction Assistant: Pawandeep SinghMakeup & Hair: Harwinder Harry and Jittu Sran Poster Design: Mehnge BandeSingers - Sharry Maan, Sarang Sikander, Pukhraj Bhalla, Karan Sandhawalia, Jasmeen Akhtar, Kay Kap, N-Gritz and Noor Tung.Music Composers - JT Beats, Dr. Brat, IRIS MusicFollow Yaar Jigri Kasuti Degree:-Like us on FB - https://www.facebook.com/YaarJigreeKasootiDegreeFollow us on Insta - https://www.instagram.com/yaar_jigree_kasooti_degree/Troll Punjabi:-Like us on FB - https://www.facebook.com/troll.punjabi/Follow us on Insta - https://www.instagram.com/troll_punjabi/Snapchat - troll-punjabi","32M49S"
"rrS_y-wiwXw","GOLMAAL AGAIN | गोलमाल अगेन | Family Comedy short movie | Ruchi and Piyush","2020-12-19T08:30:03Z","UC0H6I4rKiHmtceSdTCM-DKQ","Ruchi and Piyush","24","20.21.12","hindi short film|family comedy show|ruchi and piyush show|hindi sitcoms|indian drama series|ruchi piyush new video|golmaal part 2","3986275","93421","11548","6434","https://i.ytimg.com/vi/rrS_y-wiwXw/default.jpg","False","False","Golmaal Part 1 - https://youtu.be/FfrCkmTrAgcGolmaal Part 2 - Dekhte hai ki finally woh diamonds ka packet kisko milta hai.Hope you will support us and share the videos with your friends and family.Watch more - https://bit.ly/2K3cd5OOur Family channels - Aayu and Pihu Show - https://goo.gl/EHTnu3Ruchi and Piyush - https://bit.ly/2K3cd5OYou can follow us hereInstagram - https://www.instagram.com/ruchiandpiyush/Face book - https://www.facebook.com/ruchiandpiyush/We are always open for suggestions....Copyright @ Ruchi and Piyush Any unauthorized reproduction of this content (videos / small clips / pictures) in any form will result in immediate action against the concerned video / channel.Music by - Greek Dance by Audionautix is licensed under a Creative Commons Attribution 4.0 license. https://creativecommons.org/licenses/by/4.0/Artist: http://audionautix.com/Bushwick Tarentella - Thatched Villagers by Kevin MacLeod is licensed under a Creative Commons Attribution 4.0 license. https://creativecommons.org/licenses/by/4.0/Source: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1300002 Artist: http://incompetech.com/","23M27S"
"ksiQOQIuIng","3D PEN CRAFTS || 15 Cool DIY Ideas You Need To Try","2020-12-18T12:00:11Z","UC295-Dw_tDNtZXFeAPAW6Aw","5-Minute Crafts","26","20.21.12","diy crafts|diy face mask|quick fixes|3d pen 3d pen crafts|face mask|sink strainer|3d christmas card|christmas card|decoration idea|lampshade|home decor|easy crafts|fixes|christmas","9882570","70967","16076","4941","https://i.ytimg.com/vi/ksiQOQIuIng/default.jpg","False","False","Amazing things you can make with a 3D Pen3D pens are such cool tools, and you can create all sorts of crafts with them. Not only can you use a 3D pen to solve annoying little everyday problems and broken things, but you can also use them to decorate, organize, and even create fun crafts for your friends and family. Are you ready for a creative adventure filled with DIY crafts? Let’s begin.There is no need to buy a brand-new phone case. I show you how to create a unique/ one-of-a-kind 3D phone case in just a few simple steps. It will look like a pile of colorful abstract noodles. Another great DIY craft is to make your summer slippers with a 3D pen. I show you how to make the sole out of rocks/pebbles and connect them with a 3D pen. Watch until the end to see the entire process.Don’t forget to check out how to make ornaments for your little aquarium and a fantastic idea for your DIY personalized Christmas Cards. Timestamps: 0:52 – DIY summer slippers1:33 – Turn a wooden spoon into a hairbrush1:57 – Amazing lampshade with a 3D pen and a balloon3:26 – FUN DIY face mask5:21 – DIY sink strainer6:33 – DIY ornaments for your fish tank8:43 – A beautiful, 3D Christmas cardThis video is made for entertainment purposes. We do not make any warranties about the completeness, safety and reliability. Any action you take upon the information on this video is strictly at your own risk, and we will not be liable for any damages or losses. It is the viewer's responsibility to use judgment, care and precautions if one plans to replicate.The following video might feature activity performed by our actors within controlled environment- please use judgment, care, and precaution if you plan to replicate.All product and company names shown in the video are trademarks™ or registered® trademarks of their respective holders. Use of them does not imply any affiliation with or endorsement by them.----------------------------------------------------------------------------------------Our Social Media: Facebook: https://www.facebook.com/5min.crafts/Instagram: https://www.instagram.com/5.min.crafts/Twitter: https://twitter.com/5m_crafts Subscribe to 5-Minute Crafts GIRLY: https://goo.gl/fWbJqzSubscribe to 5-Minute Crafts PLAY: https://goo.gl/PEuLVtSubscribe to 5-Minute Crafts MEN: http://bit.ly/2S69VUG The Bright Side of Youtube: https://goo.gl/rQTJZz---------------------------------------------------------------------------------------- For more videos and articles visit: http://www.brightside.meMusic by Epidemic Sound: https://www.epidemicsound.com/","10M3S"
